fund_name,fund_extended_name,category,fund_family,net_assets,ytd_return,fund_yield,morningstar_rating,inception_date,investment,size,currency,net_annual_expense_ratio_fund,net_annual_expense_ratio_category,portfolio_cash,portfolio_stocks,portfolio_preferred,price_earnings,price_book,price_sales,price_cashflow,median_market_cap,basic_materials,consumer_cyclical,financial_services,real_estate,consumer_defensive,healthcare,utilities,communication_services,energy,industrials,technology,fund_return_ytd,category_return_ytd,fund_return_1month,category_return_1month,fund_return_3months,category_return_3months,fund_return_1year,category_return_1year,fund_return_3years,category_return_3years,fund_return_5years,category_return_5years,fund_return_10years,category_return_10years,fund_return_2018,category_return_2018,fund_return_2017,category_return_2017,fund_return_2016,category_return_2016,fund_return_2015,category_return_2015,fund_return_2014,category_return_2014,fund_return_2013,category_return_2013,fund_return_2012,category_return_2012,fund_return_2011,category_return_2011,fund_return_2010,category_return_2010,morningstar_risk_rating,years_up,years_down,fund_mean_annual_return_3years,category_mean_annual_return_3years,fund_mean_annual_return_5years,category_mean_annual_return_5years,fund_mean_annual_return_10years,category_mean_annual_return_10years,fund_r_squared_3years,category_r_squared_3years,fund_r_squared_5years,category_r_squared_5years,fund_r_squared_10years,category_r_squared_10years,fund_standard_deviation_3years,category_standard_deviation_3years,fund_standard_deviation_5years,category_standard_deviation_5years,fund_standard_deviation_10years,category_standard_deviation_10years,fund_sharpe_ratio_3years,category_sharpe_ratio_3years,fund_sharpe_ratio_5years,category_sharpe_ratio_5years,fund_sharpe_ratio_10years,category_sharpe_ratio_10years,fund_treynor_ratio_3years,category_treynor_ratio_3years,fund_treynor_ratio_5years,category_treynor_ratio_5years,fund_treynor_ratio_10years,category_treynor_ratio_10years
ABVAX,"AB Value Fund Class A",Large Value,"AllianceBernstein",376360000,10.53,1.02,1,2001-03-28,Value,Large,USD,0.97,1,1.85,98.15,0,13.15,1.81,1.36,6.55,38125.42,3.39,6.23,22.23,4.05,7.39,13.65,5.74,9.38,9.94,5.06,12.94,10.53,11.29,-0.82,0.46,10.53,11.29,-2.02,4.48,5.59,10.01,3.5,7.2,11.12,13.68,-15.09,-8.53,13.39,15.94,10.96,14.81,-7.65,-4.05,11.57,10.21,35.72,31.21,14.86,14.57,-4,-0.75,11.39,13.66,4,11,6,0.51,0.01,0.35,0.01,0.97,0.01,84.35,0.84,88.5,0.86,93.19,0.9,12.1,0.11,12.4,0.11,14.18,0.13,0.4,0.01,0.27,0.01,0.78,0.01,4.15,0.09,2.58,0.07,9.89,0.14
ABVBX,"AB Value Fund Class B",Large Value,"AllianceBernstein",376360000,10.47,0.88,1,2001-03-28,Value,Large,USD,1.76,1,1.85,98.15,0,13.15,1.81,1.36,6.55,38125.42,3.39,6.23,22.23,4.05,7.39,13.65,5.74,9.38,9.94,5.06,12.94,10.47,11.29,-0.88,0.46,10.47,11.29,-2.09,4.48,5.51,10.01,3.43,7.2,11.05,13.68,-15.19,-8.53,13.32,15.94,10.96,14.81,-7.72,-4.05,11.55,10.21,35.71,31.21,14.61,14.57,-3.97,-0.75,11.26,13.66,4,11,6,0.51,0.01,0.35,0.01,0.96,0.01,83.99,0.84,88.28,0.86,93.08,0.9,12.08,0.11,12.4,0.11,14.18,0.13,0.4,0.01,0.27,0.01,0.78,0.01,4.08,0.09,2.52,0.07,9.82,0.14
ABVCX,"AB Value Fund Class C",Large Value,"AllianceBernstein",376360000,10.24,0,1,2001-03-28,Value,Large,USD,1.73,1,1.85,98.15,0,13.15,1.81,1.36,6.55,38125.42,3.39,6.23,22.23,4.05,7.39,13.65,5.74,9.38,9.94,5.06,12.94,10.24,11.29,-0.95,0.46,10.24,11.29,-2.74,4.48,4.79,10.01,2.73,7.2,10.32,13.68,-15.7,-8.53,12.52,15.94,10.19,14.81,-8.32,-4.05,10.81,10.21,34.72,31.21,13.96,14.57,-4.6,-0.75,10.51,13.66,4,11,6,0.45,0.01,0.29,0.01,0.91,0.01,84.3,0.84,88.41,0.86,93.13,0.9,12.05,0.11,12.38,0.11,14.16,0.13,0.34,0.01,0.21,0.01,0.73,0.01,3.39,0.09,1.85,0.07,9.16,0.14
ABVIX,"AB Value Fund Class I",Large Value,"AllianceBernstein",376360000,10.55,1.33,1,2005-02-28,Value,Large,USD,0.68,1,1.85,98.15,0,13.15,1.81,1.36,6.55,38125.42,3.39,6.23,22.23,4.05,7.39,13.65,5.74,9.38,9.94,5.06,12.94,10.55,11.29,-0.9,0.46,10.55,11.29,-1.74,4.48,5.89,10.01,3.81,7.2,11.51,13.68,-14.84,-8.53,13.73,15.94,11.31,14.81,-7.36,-4.05,11.98,10.21,36.19,31.21,15.35,14.57,-3.58,-0.75,11.7,13.66,4,8,5,0.54,0.01,0.38,0.01,1,0.01,84.38,0.84,88.44,0.86,93.12,0.9,12.07,0.11,12.38,0.11,14.17,0.13,0.43,0.01,0.3,0.01,0.81,0.01,4.45,0.09,2.89,0.07,10.26,0.14
ABVKX,"AB Value Fund Class K",Large Value,"AllianceBernstein",376360000,10.41,0.88,1,2005-02-28,Value,Large,USD,1.11,1,1.85,98.15,0,13.15,1.81,1.36,6.55,38125.42,3.39,6.23,22.23,4.05,7.39,13.65,5.74,9.38,9.94,5.06,12.94,10.41,11.29,-0.91,0.46,10.41,11.29,-2.16,4.48,5.43,10.01,3.38,7.2,11.04,13.68,-15.19,-8.53,13.26,15.94,10.75,14.81,-7.67,-4.05,11.48,10.21,35.65,31.21,14.78,14.57,-3.92,-0.75,11.31,13.66,4,8,5,0.5,0.01,0.34,0.01,0.96,0.01,84.23,0.84,88.4,0.86,93.16,0.9,12.04,0.11,12.39,0.11,14.18,0.13,0.39,0.01,0.26,0.01,0.78,0.01,4.02,0.09,2.47,0.07,9.81,0.14
ABVRX,"AB Value Fund Class R",Large Value,"AllianceBernstein",376360000,10.37,0.53,1,2003-11-02,Value,Large,USD,1.42,1,1.85,98.15,0,13.15,1.81,1.36,6.55,38125.42,3.39,6.23,22.23,4.05,7.39,13.65,5.74,9.38,9.94,5.06,12.94,10.37,11.29,-0.9,0.46,10.37,11.29,-2.48,4.48,5.12,10.01,3.06,7.2,10.72,13.68,-15.5,-8.53,12.93,15.94,10.45,14.81,-8.01,-4.05,11.26,10.21,35.14,31.21,14.46,14.57,-4.27,-0.75,10.96,13.66,4,10,5,0.48,0.01,0.32,0.01,0.94,0.01,84.2,0.84,88.34,0.86,93.09,0.9,12.06,0.11,12.4,0.11,14.2,0.13,0.37,0.01,0.24,0.01,0.76,0.01,3.71,0.09,2.17,0.07,9.5,0.14
ABVYX,"AB Value Fund Advisor Class",Large Value,"AllianceBernstein",376360000,10.53,1.29,1,2001-03-28,Value,Large,USD,0.72,1,1.85,98.15,0,13.15,1.81,1.36,6.55,38125.42,3.39,6.23,22.23,4.05,7.39,13.65,5.74,9.38,9.94,5.06,12.94,10.53,11.29,-0.89,0.46,10.53,11.29,-1.81,4.48,5.82,10.01,3.77,7.2,11.43,13.68,-14.91,-8.53,13.71,15.94,11.23,14.81,-7.34,-4.05,11.9,10.21,36.11,31.21,15.21,14.57,-3.66,-0.75,11.61,13.66,4,11,6,0.53,0.01,0.37,0.01,0.99,0.01,84.29,0.84,88.47,0.86,93.17,0.9,12.04,0.11,12.39,0.11,14.18,0.13,0.42,0.01,0.3,0.01,0.8,0.01,4.4,0.09,2.84,0.07,10.17,0.14
ABYSX,"AB Discovery Value Fund Advisor Class",Small Value,"AllianceBernstein",2880000000,11.67,0.55,4,2001-03-28,Value,Medium,USD,0.85,1.21,1.56,98.44,0,13.49,1.48,0.93,6.9,4150.6,3.34,12.32,23.61,11.64,5.82,2.79,5.4,0,6.73,15.19,13.17,11.67,12.13,-2.27,-3.2,11.67,12.13,-2.59,-2.55,8.75,8.3,6.01,3.94,15.58,14.12,-14.98,-15.46,12.98,8.54,24.64,25.99,-5.57,-6.71,8.91,3.34,37.66,36.22,18.45,16,-8.16,-4.45,26.86,26.17,3,12,5,0.8,0.01,0.58,0,1.35,0.01,70.41,0.6,71.52,0.6,81.44,0.73,15.12,0.16,14.95,0.16,18,0.18,0.54,0,0.41,0,0.87,0.01,6.31,0.06,4.61,0.03,11.81,0.11
ACAAX,"Alger Capital Appreciation Fund Class A",Large Growth,"Alger",2800000000,15.52,0,4,1996-12-30,Growth,Large,USD,1.21,1.06,2.44,97.38,0.18,20.31,4.72,3.29,15.48,135584.55,3.41,18.2,13.36,0.88,1.17,20,0,1.74,0.31,7.33,33.6,15.52,15.67,2.3,2.12,15.52,15.67,11.38,10.71,15.87,15.35,12.41,11.26,17.26,15.94,-1,-2.09,31.22,27.67,0.33,3.23,6.25,3.6,13.12,10,34.89,33.92,17.84,15.34,-0.97,-2.46,13.11,15.53,3,16,6,1.31,0.01,1.05,0.01,1.42,0.01,81.02,0.84,84.77,0.86,89.92,0.88,13.06,0.13,13.14,0.13,14.63,0.14,1.1,0.01,0.9,0.01,1.14,0.01,13.33,0.13,10.74,0.1,15.38,0.15
ACAHX,"American Century All Cap Growth Fund C Class",Large Growth,"American Century Investments",1150000000,15.91,0,2,2011-09-29,Growth,Large,USD,2,1.06,1.15,98.85,0,23.07,5.51,2.94,14.5,142503.14,0.04,20.61,10.64,0.94,6.32,14.95,0.05,1.2,1.17,7.28,36.81,15.91,15.67,2.84,2.12,15.91,15.67,10.11,10.71,12.69,15.35,9.88,11.26,14.31,15.94,-4.07,-2.09,23.63,27.67,2.03,3.23,5.37,3.6,8.58,10,27.68,33.92,14.6,15.34,NaN,-2.46,NaN,NaN,3,6,1,1.07,0.01,0.86,0.01,1.21,0.01,87.17,0.84,88.48,0.86,87.84,0.88,12.74,0.13,12.72,0.13,14.54,0.14,0.9,0.01,0.74,0.01,0.97,0.01,10.3,0.13,8.49,0.1,12.91,0.15
ACAJX,"American Century All Cap Growth Fund I Class",Large Growth,"American Century Investments",1150000000,16.28,0,3,2011-09-29,Growth,Large,USD,0.8,1.06,1.15,98.85,0,23.07,5.51,2.94,14.5,142503.14,0.04,20.61,10.64,0.94,6.32,14.95,0.05,1.2,1.17,7.28,36.81,16.28,15.67,2.95,2.12,16.28,15.67,11.45,10.71,14.06,15.35,11.21,11.26,15.63,15.94,-2.93,-2.09,25.14,27.67,3.26,3.23,6.63,3.6,9.9,10,29.19,33.92,15.96,15.34,NaN,-2.46,NaN,NaN,3,6,1,1.17,0.01,0.96,0.01,1.31,0.01,87.17,0.84,88.46,0.86,87.85,0.88,12.74,0.13,12.71,0.13,14.55,0.14,1,0.01,0.84,0.01,1.04,0.01,11.53,0.13,9.74,0.1,14.14,0.15
ACAPX,"Alger Capital Appreciation Fund Class B",Large Growth,"Alger",2800000000,15.32,0,3,1993-10-31,Growth,Large,USD,1.99,1.06,2.44,97.38,0.18,20.31,4.72,3.29,15.48,135584.55,3.41,18.2,13.36,0.88,1.17,20,0,1.74,0.31,7.33,33.6,15.32,15.67,2.24,2.12,15.32,15.67,10.53,10.71,15,15.35,11.55,11.26,16.32,15.94,-1.74,-2.09,30.33,27.67,-0.51,3.23,5.42,3.6,12.21,10,33.83,33.92,16.96,15.34,-1.86,-2.46,12.15,15.53,3,17,8,1.24,0.01,0.99,0.01,1.36,0.01,80.78,0.84,84.63,0.86,89.79,0.88,13.06,0.13,13.12,0.13,14.61,0.14,1.04,0.01,0.84,0.01,1.08,0.01,12.55,0.13,9.97,0.1,14.54,0.15
ACAQX,"American Century All Cap Growth Fund A Class",Large Growth,"American Century Investments",1150000000,16.11,0,3,2011-09-29,Growth,Large,USD,1.25,1.06,1.15,98.85,0,23.07,5.51,2.94,14.5,142503.14,0.04,20.61,10.64,0.94,6.32,14.95,0.05,1.2,1.17,7.28,36.81,16.11,15.67,2.9,2.12,16.11,15.67,10.96,10.71,13.56,15.35,10.71,11.26,15.17,15.94,-3.34,-2.09,24.58,27.67,2.8,3.23,6.18,3.6,9.41,10,28.62,33.92,15.46,15.34,NaN,-2.46,NaN,NaN,3,6,1,1.13,0.01,0.92,0.01,1.27,0.01,87.19,0.84,88.48,0.86,87.84,0.88,12.73,0.13,12.71,0.13,14.54,0.14,0.96,0.01,0.8,0.01,1.02,0.01,11.09,0.13,9.27,0.1,13.71,0.15
ACARX,"Alger Capital Appreciation Institutional Fund Class R",Large Growth,"Alger",3450000000,15.4,0,3,2003-01-26,Growth,Large,USD,1.59,1.06,2.32,97.46,0.22,20.29,4.82,3.29,15.48,135965.47,3.38,18.14,13.4,0.9,1.18,20.18,0,1.75,0.31,7.06,33.7,15.4,15.67,2.21,2.12,15.4,15.67,10.86,10.71,15.35,15.35,11.94,11.26,16.7,15.94,-1.32,-2.09,30.47,27.67,-0.03,3.23,5.69,3.6,12.76,10,34.12,33.92,17.56,15.34,-1.53,-2.46,12.92,15.53,3,11,4,1.27,0.01,1.02,0.01,1.38,0.01,81.23,0.84,84.96,0.86,90.02,0.88,13.04,0.13,13.07,0.13,14.56,0.14,1.07,0.01,0.87,0.01,1.11,0.01,12.85,0.13,10.34,0.1,14.93,0.15
ACAWX,"American Century All Cap Growth Fund R Class",Large Growth,"American Century Investments",1150000000,16.07,0,3,2011-09-29,Growth,Large,USD,1.5,1.06,1.15,98.85,0,23.07,5.51,2.94,14.5,142503.14,0.04,20.61,10.64,0.94,6.32,14.95,0.05,1.2,1.17,7.28,36.81,16.07,15.67,2.88,2.12,16.07,15.67,10.66,10.71,13.27,15.35,10.43,11.26,14.89,15.94,-3.61,-2.09,24.24,27.67,2.56,3.23,5.9,3.6,9.14,10,28.31,33.92,15.16,15.34,NaN,-2.46,NaN,NaN,3,6,1,1.11,0.01,0.9,0.01,1.25,0.01,87.19,0.84,88.48,0.86,87.84,0.88,12.75,0.13,12.73,0.13,14.55,0.14,0.94,0.01,0.78,0.01,1,0.01,10.81,0.13,9,0.1,13.44,0.15
ACAYX,"Alger Capital Appreciation Institutional Fund Class Y",Large Growth,"Alger",3450000000,15.61,0,4,2017-02-28,Growth,Large,USD,0.75,1.06,2.32,97.46,0.22,20.29,4.82,3.29,15.48,135965.47,3.38,18.14,13.4,0.9,1.18,20.18,0,1.75,0.31,7.06,33.7,15.61,15.67,2.27,2.12,15.61,15.67,11.8,10.71,16.19,15.35,12.64,11.26,17.36,15.94,-0.44,-2.09,NaN,27.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,1,1.33,0.01,1.07,0.01,1.43,0.01,81.1,0.84,84.84,0.86,90.03,0.88,13.05,0.13,13.08,0.13,14.57,0.14,1.12,0.01,0.92,0.01,1.15,0.01,13.62,0.13,10.99,0.1,15.53,0.15
ACAZX,"Alger Capital Appreciation Fund Class Z",Large Growth,"Alger",2800000000,15.61,0,4,2010-12-28,Growth,Large,USD,0.87,1.06,2.44,97.38,0.18,20.31,4.72,3.29,15.48,135584.55,3.41,18.2,13.36,0.88,1.17,20,0,1.74,0.31,7.33,33.6,15.61,15.67,2.31,2.12,15.61,15.67,11.8,10.71,16.26,15.35,12.8,11.26,17.39,15.94,-0.66,-2.09,31.69,27.67,0.66,3.23,6.56,3.6,13.5,10,35.31,33.92,18.27,15.34,-0.69,-2.46,NaN,NaN,4,6,2,1.33,0.01,1.08,0.01,1.43,0.01,80.9,0.84,84.78,0.86,89.82,0.88,13.08,0.13,13.17,0.13,14.63,0.14,1.12,0.01,0.92,0.01,1.14,0.01,13.67,0.13,11.07,0.1,15.51,0.15
ACCLX,"American Century Mid Cap Value Fund C Class",Mid-Cap Value,"American Century Investments",7620000000,12.92,0.27,3,2010-02-28,Value,Medium,USD,1.98,1.09,2.6,97.4,0,14.82,1.87,1.05,3.29,13864.97,2.38,10.6,23.34,3,8.32,8.92,10.01,0.49,7.63,14.94,10.36,12.92,12.94,0.24,-0.67,12.92,12.94,-0.23,0.66,7.62,8.55,7.19,5.87,14.04,14.46,-13.84,-12.86,10.47,13.22,21.57,18.06,-2.52,-5.41,15.14,9.31,28.7,35.14,15.25,16.6,-1.65,-3.96,NaN,21.92,2,5,3,0.67,0.01,0.64,0.01,1.17,0.01,85,0.78,84.72,0.79,88.58,0.85,12.13,0.13,11.76,0.13,12.6,0.16,0.56,0.01,0.58,0,1.07,0.01,6.06,0.07,6.59,0.05,14.52,0.12
ACCOX,"American Century International Value Fund C Class",Foreign Large Value,"American Century Investments",40320000,6.97,2.67,1,2006-04-02,Value,Large,USD,2.31,1.11,0.37,99.63,0,10.57,1.13,0.71,3.65,29161.86,9.26,9.49,29.04,2.72,5.51,9.93,3.92,6.78,11.92,7.45,3.99,6.97,8.71,-0.32,-0.4,6.97,8.71,-11.09,-6.27,3.64,5.92,-1.71,0.62,6.32,8.08,-17.85,-15.44,20.13,22.08,0.67,3.34,-8.04,-3.1,-4.46,-6.32,20.48,20.81,17.32,16.21,-9.81,-12.77,2.59,7.48,3,7,5,0.35,0.01,-0.09,0,0.62,0.01,89.3,0.85,92.65,0.89,94.13,0.93,10.69,0.11,11.92,0.12,16.32,0.16,0.27,0,-0.15,0,0.43,0.01,2.46,0.05,-2.63,-0,5.85,0.08
ACCVX,"American Century Capital Value Fund Class A",Large Value,"American Century Investments",133660000,10.38,1.67,2,2003-05-13,Value,Large,USD,1.25,1,1.5,98.5,0,13.88,1.99,1.41,3.95,94535.81,0.9,4.16,23.54,0,8.41,22.33,3.6,4.35,14.28,7.77,10.66,10.38,11.29,0.59,0.46,10.38,11.29,4.54,4.48,9.02,10.01,6.48,7.2,12.71,13.68,-8.54,-8.53,11.49,15.94,15.13,14.81,-3.91,-4.05,12.32,10.21,30.89,31.21,16.13,14.57,0.98,-0.75,10.52,13.66,3,11,4,0.77,0.01,0.58,0.01,1.07,0.01,84.25,0.84,89.79,0.86,93.9,0.9,11.12,0.11,11.72,0.11,13.09,0.13,0.72,0.01,0.53,0.01,0.95,0.01,8.12,0.09,5.72,0.07,12.26,0.14
ACECX,"American Century Emerging Markets Fund C Class",Diversified Emerging Mkts,"American Century Investments",2430000000,9.8,0,3,2001-12-17,Growth,Large,USD,2.25,1.36,0.35,99.59,0.06,14.42,2.33,1.92,6.18,28449.64,3.83,21.74,24.29,2.62,9.49,0.68,1.16,2.44,4.2,5.45,24.11,9.8,10.27,1.93,1.14,9.8,10.27,-14.08,-9.31,9.4,9.11,4.15,2.61,8.91,8.92,-20.04,-16.07,44.56,34.17,6.5,8.47,-9.11,-13.79,-2.54,-3.01,-0.74,-0.14,23.62,18.15,-22.38,-19.86,16.67,19.26,4,10,7,0.82,0.01,0.42,0,0.87,0.01,63.85,0.67,71.56,0.71,82.53,0.82,13.33,0.13,14.42,0.15,19.37,0.19,0.64,0.01,0.3,0,0.52,0.01,8.04,0.08,3.3,0.02,7.58,0.08
ACEHX,"Invesco Exchange Fund",Large Value,"Invesco",60500000,13.09,1.71,2,1976-12-15,Blend,Large,USD,0.54,1,1.1,98.9,0,15.57,3.02,2.28,14.5,51721.04,25.53,0.02,0.89,0,16.92,19.29,0,0,15.01,5.29,17.05,13.09,11.29,3.25,0.46,13.09,11.29,10.27,4.48,10.52,10.01,6.28,7.2,11.62,13.68,-2.9,-8.53,10.37,15.94,15.74,14.81,-4.21,-4.05,5.59,10.21,26.07,31.21,7.51,14.57,0.84,-0.75,15.77,13.66,3,34,8,0.88,0.01,0.56,0.01,0.99,0.01,59.44,0.84,67.83,0.86,81.18,0.9,10.2,0.11,11.44,0.11,13.08,0.13,0.91,0.01,0.52,0.01,0.87,0.01,12.61,0.09,6.52,0.07,12.03,0.14
ACEVX,"American Century International Value Fund Investor Class",Foreign Large Value,"American Century Investments",40320000,7.34,3.85,2,2006-04-02,Value,Large,USD,1.31,1.11,0.37,99.63,0,10.57,1.13,0.71,3.65,29161.86,9.26,9.49,29.04,2.72,5.51,9.93,3.92,6.78,11.92,7.45,3.99,7.34,8.71,-0.23,-0.4,7.34,8.71,-10.19,-6.27,4.67,5.92,-0.72,0.62,7.39,8.08,-17.12,-15.44,21.27,22.08,1.76,3.34,-7.16,-3.1,-3.54,-6.32,21.85,20.81,18.37,16.21,-8.87,-12.77,3.62,7.48,3,7,5,0.43,0.01,0,0,0.71,0.01,89.34,0.85,92.61,0.89,94.15,0.93,10.7,0.11,11.97,0.12,16.35,0.16,0.36,0,-0.07,0,0.49,0.01,3.52,0.05,-1.59,-0,6.89,0.08
ACFCX,"American Century Investments Focused Dynamic Growth Fund R Class",Large Growth,"American Century Investments",184150000,17.51,0,3,2006-05-30,Growth,Large,USD,1.35,1.06,2.88,97.12,0,31.02,5.42,4.59,16.32,46973.66,0,25.59,13.42,0,5.17,13.05,0,0,5.12,7.79,29.86,17.51,15.67,-0.22,2.12,17.51,15.67,17.16,10.71,20.76,15.35,12.72,11.26,15.34,15.94,5.97,-2.09,33.89,27.67,5.16,3.23,-4.09,3.6,11.27,10,36.21,33.92,6.96,15.34,5.2,-2.46,6.93,15.53,3,10,2,1.67,0.01,1.08,0.01,1.27,0.01,77.88,0.84,80.58,0.86,80.16,0.88,14.57,0.13,13.89,0.13,13.68,0.14,1.29,0.01,0.88,0.01,1.08,0.01,16.28,0.13,10.71,0.1,15.44,0.15
ACFDX,"American Century Investments Focused Dynamic Growth Fund Advisor Class",Large Growth,"American Century Investments",184150000,17.58,0,4,2006-05-30,Growth,Large,USD,1.1,1.06,2.88,97.12,0,31.02,5.42,4.59,16.32,46973.66,0,25.59,13.42,0,5.17,13.05,0,0,5.12,7.79,29.86,17.58,15.67,-0.18,2.12,17.58,15.67,17.43,10.71,21.09,15.35,13.01,11.26,15.63,15.94,6.24,-2.09,34.25,27.67,5.39,3.23,-3.77,3.6,11.49,10,36.54,33.92,7.19,15.34,5.54,-2.46,7.16,15.53,3,10,2,1.69,0.01,1.1,0.01,1.3,0.01,77.81,0.84,80.51,0.86,80.12,0.88,14.55,0.13,13.88,0.13,13.68,0.14,1.31,0.01,0.9,0.01,1.1,0.01,16.58,0.13,10.98,0.1,15.75,0.15
ACFFX,"Columbia Acorn International Select Fund Institutional Class",Foreign Large Growth,"Columbia",129600000,15.67,0,4,1998-11-22,Growth,Large,USD,1.15,1.13,5.47,94.53,0,19.54,2.83,2.39,10.23,9871.54,5.18,10.14,10.45,4.99,6.52,13.21,0,2.76,0,26.3,20.46,15.67,13,3.03,1.97,15.67,13,0.95,-3.2,12.4,8.05,4.53,3.86,11.39,9.97,-12.28,-14.08,35.7,30.87,1.19,-2.14,-1.03,0.95,-6.79,-3.92,14.75,18.58,22.42,17.7,-9.76,-12.3,21.89,14.78,3,12,8,1.04,0.01,0.43,0,0.98,0.01,78.22,0.81,76.92,0.83,79.67,0.91,12.15,0.12,12.31,0.12,13.72,0.15,0.92,0.01,0.36,0,0.82,0.01,10.94,0.05,4.15,0.03,14.08,0.1
ACFNX,"American Century Investments Focused Dynamic Growth Fund R6 Class",Large Growth,"American Century Investments",184150000,17.74,0,4,2016-11-30,Growth,Large,USD,0.5,1.06,2.88,97.12,0,31.02,5.42,4.59,16.32,46973.66,0,25.59,13.42,0,5.17,13.05,0,0,5.12,7.79,29.86,17.74,15.67,-0.18,2.12,17.74,15.67,18.13,10.71,21.75,15.35,13.58,11.26,16.19,15.94,6.88,-2.09,35.01,27.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,2,NaN,1.74,0.01,1.15,0.01,1.34,0.01,77.72,0.84,80.47,0.86,80.15,0.88,14.57,0.13,13.89,0.13,13.71,0.14,1.34,0.01,0.93,0.01,1.14,0.01,17.12,0.13,11.49,0.1,16.3,0.15
ACFOX,"American Century Investments Focused Dynamic Growth Fund Investor Class",Large Growth,"American Century Investments",184150000,17.66,0,4,2006-05-30,Growth,Large,USD,0.85,1.06,2.88,97.12,0,31.02,5.42,4.59,16.32,46973.66,0,25.59,13.42,0,5.17,13.05,0,0,5.12,7.79,29.86,17.66,15.67,-0.18,2.12,17.66,15.67,17.71,10.71,21.39,15.35,13.29,11.26,15.93,15.94,6.51,-2.09,34.55,27.67,5.69,3.23,-3.57,3.6,11.86,10,36.77,33.92,7.5,15.34,5.68,-2.46,7.62,15.53,3,10,2,1.72,0.01,1.12,0.01,1.32,0.01,77.83,0.84,80.6,0.86,80.23,0.88,14.55,0.13,13.89,0.13,13.68,0.14,1.32,0.01,0.92,0.01,1.12,0.01,16.83,0.13,11.23,0.1,16.05,0.15
ACFSX,"American Century Investments Focused Dynamic Growth Fund I Class",Large Growth,"American Century Investments",184150000,17.71,0,4,2006-05-30,Growth,Large,USD,0.65,1.06,2.88,97.12,0,31.02,5.42,4.59,16.32,46973.66,0,25.59,13.42,0,5.17,13.05,0,0,5.12,7.79,29.86,17.71,15.67,-0.18,2.12,17.71,15.67,17.96,10.71,21.62,15.35,13.5,11.26,16.15,15.94,6.71,-2.09,34.83,27.67,5.88,3.23,-3.37,3.6,12.05,10,37.16,33.92,7.7,15.34,5.88,-2.46,7.7,15.53,4,10,2,1.73,0.01,1.14,0.01,1.33,0.01,77.8,0.84,80.54,0.86,80.19,0.88,14.57,0.13,13.89,0.13,13.71,0.14,1.34,0.01,0.93,0.01,1.14,0.01,17,0.13,11.42,0.1,16.25,0.15
ACGCX,"American Century Income and Growth Fund C Class",Large Value,"American Century Investments",2220000000,12.19,0.93,3,2001-06-27,Value,Large,USD,1.66,1,0.91,99.09,0,15.06,2.76,1.98,5.43,81203.7,1.55,9.91,11.67,5.96,6.73,13.12,0.98,2.07,7.25,11.77,28.99,12.19,11.29,1.17,0.46,12.19,11.29,4.44,4.48,10.47,10.01,7.2,7.2,13.24,13.68,-7.79,-8.53,19.4,15.94,12.47,14.81,-6.61,-4.05,11.37,10.21,34.37,31.21,13.43,14.57,2,-0.75,12.95,13.66,3,12,5,0.88,0.01,0.63,0.01,1.11,0.01,97.13,0.84,97,0.86,97.84,0.9,11,0.11,11.32,0.11,12.85,0.13,0.84,0.01,0.6,0.01,1,0.01,9.08,0.09,6.42,0.07,12.77,0.14
ACGGX,"American Century Global Gold Fund A Class",Equity Precious Metals,"American Century Investments",392520000,5.56,0,3,1998-05-05,Growth,Medium,USD,0.92,1.39,0.78,99.22,0,24.85,1.6,2.43,7.83,5724.53,100,0,0,0,0,0,0,0,0,0,0,5.56,8.08,0,-1.21,5.56,8.08,1.09,-4.83,4.58,3.41,-0.15,-2.07,-2.96,-2.95,-7.69,-17.8,10.28,11.33,52.7,54.81,-23.1,-23.25,-12.07,-10.03,-51.4,-48.8,-8.06,-9.2,-19.5,-20.68,44.37,41.56,4,10,10,0.76,0.01,0.5,0,0.26,0,0.34,0.03,1.16,0.06,3.79,0.08,31.52,0.33,35.81,0.36,35.51,0.34,0.25,0,0.14,0,0.07,0,17.95,0.05,-2.73,-0.05,-6.87,-0.05
ACGIX,"Invesco Growth and Income Fund Class A",Large Value,"Invesco",7170000000,12.55,1.68,2,1946-07-31,Value,Large,USD,0.8,1,2.69,97.31,0,10.85,1.32,1.22,9.28,59400.55,2.87,7.57,30.85,0,5.62,18.16,1.19,2.84,14,6.25,10.65,12.55,11.29,-0.26,0.46,12.55,11.29,0.13,4.48,10.94,10.01,6.79,7.2,13.17,13.68,-13.46,-8.53,14.21,15.94,19.81,14.81,-3.15,-4.05,10.15,10.21,33.84,31.21,14.58,14.57,-2.09,-0.75,12.65,13.66,5,54,18,0.94,0.01,0.62,0.01,1.12,0.01,78.61,0.84,84.09,0.86,90.97,0.9,13.12,0.11,12.99,0.11,13.98,0.13,0.76,0.01,0.51,0.01,0.93,0.01,8.89,0.09,5.62,0.07,12.1,0.14
